Date Kog.,Sample Year,Cumulative CPUE,Species,SpeciesRun,Run,Project
08/16,2018,79.343,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/17,2018,91.086,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/18,2018,105.101,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/19,2018,109.933,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/20,2018,113.01,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/21,2018,116.087,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/22,2018,118.344,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/23,2018,121.332,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/24,2018,122.89,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/25,2018,125.282,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/26,2018,132.161,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/27,2018,245.675,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/28,2018,274.668,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/29,2018,298.668,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/30,2018,308.142,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/31,2018,322.353,Coho,Coho,Single Run,Lower Yukon Test Fishing
09/01,2018,337.255,Coho,Coho,Single Run,Lower Yukon Test Fishing
09/02,2018,353.744,Coho,Coho,Single Run,Lower Yukon Test Fishing
09/03,2018,368.628,Coho,Coho,Single Run,Lower Yukon Test Fishing
09/04,2018,376.471,Coho,Coho,Single Run,Lower Yukon Test Fishing
09/05,2018,378.794,Coho,Coho,Single Run,Lower Yukon Test Fishing
09/06,2018,383.531,Coho,Coho,Single Run,Lower Yukon Test Fishing
09/07,2018,385.899,Coho,Coho,Single Run,Lower Yukon Test Fishing
09/08,2018,389.057,Coho,Coho,Single Run,Lower Yukon Test Fishing
09/09,2018,390.636,Coho,Coho,Single Run,Lower Yukon Test Fishing
09/10,2018,390.636,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/16,2017,0,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/17,2017,0,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/18,2017,0,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/19,2017,0,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/20,2017,0,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/21,2017,0,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/22,2017,0,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/23,2017,0,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/24,2017,0,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/25,2017,0,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/26,2017,1.486,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/27,2017,2.79,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/28,2017,2.79,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/29,2017,2.79,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/30,2017,2.79,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/31,2017,2.79,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/01,2017,6.415,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/02,2017,6.415,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/03,2017,6.415,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/04,2017,6.415,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/05,2017,6.415,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/06,2017,7.901,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/07,2017,7.901,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/08,2017,11.884,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/09,2017,11.884,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/10,2017,14.308,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/11,2017,18.543,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/12,2017,27.872,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/13,2017,56.804,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/14,2017,73.84,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/15,2017,89.606,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/16,2017,98.902,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/17,2017,114.336,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/18,2017,131.151,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/19,2017,187.321,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/20,2017,254.521,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/21,2017,275.29,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/22,2017,301.113,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/23,2017,318.475,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/24,2017,334.357,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/25,2017,429.779,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/26,2017,486.383,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/27,2017,534.383,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/28,2017,548.067,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/29,2017,558.412,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/30,2017,608.735,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/31,2017,650.174,Coho,Coho,Single Run,Lower Yukon Test Fishing
09/01,2017,669.405,Coho,Coho,Single Run,Lower Yukon Test Fishing
09/02,2017,680.209,Coho,Coho,Single Run,Lower Yukon Test Fishing
09/03,2017,681.788,Coho,Coho,Single Run,Lower Yukon Test Fishing
09/04,2017,684.946,Coho,Coho,Single Run,Lower Yukon Test Fishing
09/05,2017,695.426,Coho,Coho,Single Run,Lower Yukon Test Fishing
09/06,2017,704.9,Coho,Coho,Single Run,Lower Yukon Test Fishing
09/07,2017,710.39,Coho,Coho,Single Run,Lower Yukon Test Fishing
09/08,2017,732.763,Coho,Coho,Single Run,Lower Yukon Test Fishing
09/09,2017,758.026,Coho,Coho,Single Run,Lower Yukon Test Fishing
09/10,2017,762.237,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/16,2016,0,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/17,2016,0,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/18,2016,0,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/19,2016,0,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/20,2016,0,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/21,2016,0,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/22,2016,0,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/23,2016,0,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/24,2016,0,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/25,2016,0,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/26,2016,0,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/27,2016,0,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/28,2016,0,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/29,2016,0,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/30,2016,1.446,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/31,2016,1.446,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/01,2016,1.446,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/02,2016,1.446,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/03,2016,2.201,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/04,2016,2.201,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/05,2016,2.201,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/06,2016,2.96,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/07,2016,2.96,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/08,2016,2.96,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/09,2016,2.96,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/10,2016,7.724,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/11,2016,13.56,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/12,2016,20.703,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/13,2016,43.5,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/14,2016,77.494,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/15,2016,97.274,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/16,2016,118.799,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/17,2016,133.65,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/18,2016,134.838,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/19,2016,138.484,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/20,2016,172.366,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/21,2016,229.453,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/22,2016,237.773,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/23,2016,267.773,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/24,2016,306.483,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/25,2016,323.035,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/26,2016,327.764,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/27,2016,337.51,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/28,2016,339.886,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/29,2016,346.04,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/30,2016,357.093,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/31,2016,376.04,Coho,Coho,Single Run,Lower Yukon Test Fishing
09/01,2016,395.271,Coho,Coho,Single Run,Lower Yukon Test Fishing
09/02,2016,407.579,Coho,Coho,Single Run,Lower Yukon Test Fishing
09/03,2016,426.22,Coho,Coho,Single Run,Lower Yukon Test Fishing
09/04,2016,452.887,Coho,Coho,Single Run,Lower Yukon Test Fishing
09/05,2016,460.051,Coho,Coho,Single Run,Lower Yukon Test Fishing
09/06,2016,471.104,Coho,Coho,Single Run,Lower Yukon Test Fishing
09/07,2016,505.841,Coho,Coho,Single Run,Lower Yukon Test Fishing
09/08,2016,534.262,Coho,Coho,Single Run,Lower Yukon Test Fishing
09/09,2016,542.157,Coho,Coho,Single Run,Lower Yukon Test Fishing
09/10,2016,550.052,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/16,2015,0,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/17,2015,0,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/18,2015,0,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/19,2015,0.748,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/20,2015,0.748,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/21,2015,0.748,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/22,2015,0.748,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/23,2015,0.748,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/24,2015,0.748,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/25,2015,1.491,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/26,2015,1.491,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/27,2015,1.491,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/28,2015,2.116,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/29,2015,2.861,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/30,2015,2.861,Coho,Coho,Single Run,Lower Yukon Test Fishing
07/31,2015,2.861,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/01,2015,11.392,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/02,2015,22.445,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/03,2015,32.658,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/04,2015,33.385,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/05,2015,33.385,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/06,2015,36.423,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/07,2015,37.178,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/08,2015,40.916,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/09,2015,47.256,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/10,2015,86.472,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/11,2015,117.124,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/12,2015,143.211,Coho,Coho,Single Run,Lower Yukon Test Fishing
08/13,2015,166.932,Coho,Coho,Single Run,Lower Yukon Test Fishing
