Date Kog.,Sample Year,Cumulative CPUE,Species,SpeciesRun,Run,Project
08/27,2020,1094.697,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/28,2020,1149.637,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/29,2020,1158.79,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/30,2020,1158.79,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/31,2020,1158.79,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/01,2020,1159.31,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/02,2020,1160.34,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/03,2020,1161.366,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/04,2020,1161.366,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/05,2020,1161.366,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/06,2020,1161.366,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/07,2020,1161.366,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/08,2020,1169.108,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/09,2020,1169.108,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/10,2020,1171.177,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/16,2019,17.778,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/17,2019,28.889,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/18,2019,81.32,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/19,2019,118.798,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/20,2019,153.506,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/21,2019,184.617,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/22,2019,230.122,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/23,2019,240.622,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/24,2019,241.372,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/25,2019,241.372,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/26,2019,270.714,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/27,2019,276.771,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/28,2019,276.771,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/29,2019,276.771,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/30,2019,279.057,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/31,2019,305.894,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/01,2019,364.031,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/02,2019,365.998,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/03,2019,409.213,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/04,2019,491.201,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/05,2019,545.496,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/06,2019,551.534,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/07,2019,558.457,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/08,2019,558.457,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/09,2019,563.117,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/10,2019,568.467,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/11,2019,568.467,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/12,2019,568.467,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/13,2019,608.385,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/14,2019,650.385,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/15,2019,722.073,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/16,2019,749.804,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/17,2019,767.488,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/18,2019,772.074,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/19,2019,773.593,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/20,2019,773.593,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/21,2019,872.461,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/22,2019,901.552,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/23,2019,1146.808,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/24,2019,1249.303,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/25,2019,1296.864,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/26,2019,1332.64,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/27,2019,1463.84,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/28,2019,1521.348,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/29,2019,1536.932,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/30,2019,1549.564,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/31,2019,1555.88,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/01,2019,1581.933,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/02,2019,1607.731,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/03,2019,1627.275,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/04,2019,1645.139,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/05,2019,1660.524,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/06,2019,1667.629,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/07,2019,1670.777,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/08,2019,1673.145,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/09,2019,1675.553,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/10,2019,1680.29,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/16,2018,132.632,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/17,2018,147.782,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/18,2018,152.503,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/19,2018,214.841,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/20,2018,218.881,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/21,2018,220.46,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/22,2018,223.587,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/23,2018,225.14,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/24,2018,234.084,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/25,2018,237.151,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/26,2018,257.657,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/27,2018,258.426,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/28,2018,258.426,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/29,2018,258.426,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/30,2018,259.188,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/31,2018,286.53,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/01,2018,306.153,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/02,2018,430.481,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/03,2018,476.611,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/04,2018,529.655,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/05,2018,539.868,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/06,2018,641.463,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/07,2018,667.713,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/08,2018,785.961,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/09,2018,846.164,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/10,2018,852.279,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/11,2018,856.076,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/12,2018,863.744,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/13,2018,874.797,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/14,2018,969.554,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/15,2018,1386.282,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/16,2018,1423.944,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/17,2018,1481.192,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/18,2018,1864.842,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/19,2018,1909.943,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/20,2018,1920.712,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/21,2018,1923.789,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/22,2018,1930.56,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/23,2018,1949.481,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/24,2018,1963.507,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/25,2018,1982.643,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/26,2018,2001.751,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/27,2018,2413.644,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/28,2018,2570.691,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/29,2018,2666.691,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/30,2018,2684.849,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/31,2018,2711.691,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/01,2018,2746.201,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/02,2018,2850.629,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/03,2018,2938.071,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/04,2018,2964.738,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/05,2018,3001.899,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/06,2018,3016.11,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/07,2018,3020.057,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/08,2018,3031.11,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/09,2018,3034.268,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/10,2018,3034.268,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/16,2017,4.824,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/17,2017,12.277,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/18,2017,109.553,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/19,2017,121.279,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/20,2017,123.279,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/21,2017,127.306,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/22,2017,127.306,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/23,2017,136.995,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/24,2017,194.884,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/25,2017,208.956,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/26,2017,284.746,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/27,2017,400.833,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/28,2017,495.648,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/29,2017,537.553,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/30,2017,542.096,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/31,2017,542.096,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/01,2017,632.005,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/02,2017,719.148,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/03,2017,725.919,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/04,2017,725.919,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/05,2017,728.928,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/06,2017,729.671,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/07,2017,772.443,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/08,2017,787.381,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/09,2017,791.952,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/10,2017,822.659,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/11,2017,989.247,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/12,2017,1375.113,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/13,2017,2014.237,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/14,2017,2255.74,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/15,2017,2444.937,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/16,2017,2531.979,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/17,2017,2599.117,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/18,2017,2617.461,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/19,2017,2788.16,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/20,2017,2866.56,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/21,2017,2930.406,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/22,2017,3016.988,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/23,2017,3044.563,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/24,2017,3074.563,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/25,2017,3239.382,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/26,2017,3409.194,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/27,2017,3477.056,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/28,2017,3485.477,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/29,2017,3494.787,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/30,2017,3523.819,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/31,2017,3599.79,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/01,2017,3645.175,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/02,2017,3673.728,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/03,2017,3676.886,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/04,2017,3680.044,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/05,2017,3695.765,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/06,2017,3713.133,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/07,2017,3732.741,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/08,2017,3769.351,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/09,2017,3805.667,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
09/10,2017,3826.72,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/16,2016,0.748,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/17,2016,5.179,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/18,2016,13.802,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/19,2016,89.592,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/20,2016,161.739,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/21,2016,179.967,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/22,2016,217.629,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/23,2016,273.129,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/24,2016,285.879,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/25,2016,303.767,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/26,2016,306.003,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/27,2016,306.758,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/28,2016,306.758,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/29,2016,310.031,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/30,2016,370.754,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
07/31,2016,382.533,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/01,2016,475.063,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/02,2016,495.427,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/03,2016,506.748,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/04,2016,520.081,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/05,2016,520.822,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/06,2016,528.417,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/07,2016,531.007,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/08,2016,531.007,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/09,2016,531.007,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/10,2016,604.258,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/11,2016,668.453,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/12,2016,752.739,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/13,2016,811.631,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/14,2016,953.727,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/15,2016,1201.2,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/16,2016,1386.312,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/17,2016,1467.698,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/18,2016,1486.708,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/19,2016,1489.138,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/20,2016,1537.138,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/21,2016,1616.361,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/22,2016,1623.401,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/23,2016,1705.901,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/24,2016,1742.399,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/25,2016,1750.084,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/26,2016,1752.449,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
08/27,2016,1752.449,Chum,Fall Chum,Fall Run,Lower Yukon Test Fishing
